user_id,elo,username,country
26113062,271.38171700567125,[Crz]Marisa,CN
19379894,271.3626122453184,shjashjashja,KR
23392961,271.1957634248562,Darkhechiser,MX
12634361,271.1173525619808,k4Zero,KR
17091831,271.0523273497928,zidae,KR
34309730,270.94688237841456,PoM_,JP
16283055,270.8661687144951,Faml,JP
7306522,270.83943555471564,PatouZ,FR
7746055,270.6417921157067,Parinya,SE
11879854,270.56898017891376,ASez,CO
15727775,270.5013074509684,yoth99,TH
13577309,270.4144399624752,[Crz]nobder_QWQ,CN
8677684,270.38651437679016,Onta_Bekasi,ID
32373026,270.35273936088964,MoyaiSupremacy,PE
10650277,270.25725367407546,llby,KR
25896513,270.175145840944,nefzsto,AR
4693052,270.0963226464706,lemonguy,US
3035476,270.0955174832936,araragigun,KR
20173583,270.0539960747709,iLeLv,KR
21933816,269.9732708838076,raatus,GB
14196373,269.92993532064554,Verdon,CA
29169697,269.63280893692405,RobiFanBoy,ID
7762366,269.46554413221736,Not Who You Are,UA
27540621,269.3442692534997,angela202133,IT
3915558,269.3276090495276,Celcious,KR
14132796,269.283669551896,agusgex,AR
23041020,268.95091060946675,Mxrtinn24,CL
9009336,268.839736328792,nakikaze,JP
13377652,268.8241438312702,Shoira,NL
24756728,268.7604930830009,[Crz]Sakuya,CN
16609701,268.71663152752336,Pol,KR
15179858,268.65050235671714,Tonels,US
15148238,268.6258263361027,grandstar6262,KR
8355882,267.9683584590182,Chiyumi,TH
32144221,267.89797041264313,topoxl1,KR
24449770,267.72381399664624,1145810,CN
37306116,267.6730913088234,[special523],KR
8910538,267.41285012044,Renzo241004,PE
30544378,267.410118173765,IceSackOP123,MY
16562681,267.249620592062,Bacon Haniwa,JP
33135696,267.24567961346963,izqyoifanboy,JP
9872668,267.1316348105702,Ery,US
24497448,266.8258736137709,TheQuinte,RU
13945196,266.8117816249288,Ineri,ID
9592970,266.787137854893,[RS] Vbei,NO
24768731,266.5496222849108,HotPotato2110,VN
12297375,266.4829787021805,Adam Yuuki,SG
25310915,266.45429781300794,[Crz]Saratoga,CN
9644708,266.42721468856433,[Crz]Leaves_,CN
17673611,266.2501033415502,Anwul_,BR
6795897,266.22993629484097,rusk_BT,JP
14888056,266.16295051217594,oliverq,SE
24548857,266.1594625069975,Anterex,CL
34497066,266.1121102887431,BakaMacro,CN
10853163,266.01048153203595,ETERNAL DRAIN,TW
5594381,265.82371461597546,riunosk,SG
19758453,265.80339873768645,rhykill,KR
15944956,265.6077066462723,MatchaLatte-,TH
31786158,265.40699692408333,RAIDSICK3,KR
9600264,265.3779067569639,MEIDAN,CN
11636434,265.14558058351787,Jeersy,IT
6152404,265.0015520783144,nathan on mania,PH
35789950,264.2406646055412,Carrotdollars,US
25864079,264.2040812996903,GinaFujino,CN
16606499,264.107694723049,vjwhl,KR
5063207,264.04400669304954,AirSpan,GB
6906010,263.98271573332187,Luciel,KR
30469374,263.97315884584805,StirFriedShrimp,VN
12858368,263.53896055034915,hi gujys,US
20280819,263.535942135989,real-99,DZ
14213841,263.43131781577665,[Crz]Xinyi2016,CN
17115114,263.3268310468978,koshepen,HK
11321538,263.145633667256,k1Zero,KR
21900872,263.0719578217576,[LS]Robi,ID
8976576,262.98001278424846,-mint-,US
3191489,262.8616987718069,Phil,DE
14527087,262.82865572407377,WhatQ,KR
24978350,262.6736980879889,Rushenality,NO
22825158,262.63226740549254,[Dan],US
25675477,262.5364263469112,boober5193,US
24291557,262.3376389318878,[TCD]thuypb2009,VN
31548234,262.29405887219974,Tsukimia_,TW
24237864,262.0985590690179,robertokpro,CO
27937670,261.88869376547683,ICTxbb_Lol,TH
11722313,261.8417452617365,Simpson Gamer,CL
20455522,261.7271415691111,[SloW],CR
22447212,261.7234538857893,- Lucy,AR
24726626,261.6619627352063,Hzroxity,SG
26086660,261.41572553671455,Selcaan,SK
11493286,261.40239337971747,-SoraIro-,HK
34565047,261.35141235530705,toanthanklich,VN
18560307,261.3164399306477,Silicosis 2,PH
