player_id,elo_score,rank_4k,final_rank,country,username,final_rank_percentile
10027302,338.0564509730039,137,108.0,DE,Cyaewin,0.9877265427850425
34344384,345.7933079017876,165,109.0,JP,Nikorofanboy,0.987611837577426
13005943,315.81666595579713,73,110.0,PL,Majke1,0.9874971323698096
8880797,351.4662384988657,185,111.0,CL,Naito Mare,0.9873824271621932
24104574,346.9295318149307,173,112.0,HK,Squis1037,0.9872677219545767
17668607,399.4858069839972,336,113.0,MX,[BBC]Senzawa,0.9871530167469603
29024004,312.9770247448099,73,114.0,US,Meatloaf,0.9870383115393438
14931745,363.930159403854,235,115.0,MY,[LS]Icetify,0.9869236063317275
30243406,370.0704280087091,257,116.0,VN,unluminated520,0.986808901124111
27208738,355.4390026685384,212,117.0,AR,Psyche03,0.9866941959164947
10055204,345.2759966145621,181,118.0,GB,Zoobin4,0.9865794907088782
31755778,326.5649707733074,126,119.0,JP,shir0kuma,0.9864647855012617
